"Player","Match Stat Matches","Aces per Game","DFs per Game","Ace to DF ratio","1st Serve %","1st Serve W %","2nd Serve W %","Service Pts W %","BP save %","Service hold %"
"Jia-Jing Lu","78","0.25","0.47","0.53","56.1","64.5","42.8","55","57.1","62.2"
"Carly Gullickson","19","0.2","0.38","0.53","64.8","60.1","38.2","52.4","51.4","56.5"
"Tori Russell","1","0.13","0.25","0.52","59.5","44","11.8","31","22.2","12.5"
"Nour Sahnoun","1","0.17","0.33","0.52","51.3","40","21.1","30.8","33.3","0"
"Zolotareva Alina","1","0.13","0.25","0.52","58.5","48.4","45.5","47.2","42.9","50"
"Elyse Tse","3","0.17","0.33","0.52","59.7","46.5","32.8","41","27.3","33.3"
"Anastasiya Konstantinovna Soboleva","15","0.15","0.29","0.52","61.8","58.1","47.2","54","45.7","60.9"
"Kristina Dmitruk","6","0.11","0.21","0.52","71.1","60.1","47.9","56.5","58","65.6"
"Anastasia Zakharova","66","0.17","0.33","0.52","61","61.3","49.5","56.7","52.5","64.2"
"Leyre Romero Gormaz","12","0.26","0.5","0.52","56.1","63.3","45.4","55.5","55.8","63.5"
"Andrea Renee Villarreal","1","0.13","0.25","0.52","55.6","52","45","48.9","0","50"
"Jule Niemeier","63","0.33","0.64","0.52","54.8","65","42.7","54.9","53.7","62.2"
"Manon Leonard","5","0.16","0.31","0.52","57.1","60.1","48.4","55.1","48.6","60"
"Alice Tubello","1","0.13","0.25","0.52","66.7","52.8","44.4","50","50","50"
"Justina Mikulskyte","6","0.17","0.33","0.52","58.6","61.3","50.4","56.7","45.7","64.8"
"Jade Lewis","4","0.13","0.25","0.52","63","60","36.3","51.2","44.1","52.5"
"Anastasiya Komardina","11","0.29","0.56","0.52","57.9","64.5","42.8","55.4","51.9","61.8"
"Fiona Ferro","76","0.12","0.23","0.52","62.9","58.5","45.1","53.5","52.5","59.2"
"Marie Benoit","7","0.17","0.33","0.52","66.7","59.1","48.7","55.7","65.4","66.3"
"Chiara Scholl","11","0.22","0.42","0.52","55.4","60.8","42.9","52.9","51.6","57"
"Zarina Diyas","261","0.17","0.33","0.52","66.9","61.4","44.5","55.8","54.4","63.3"
"Wanting Liu","1","0.13","0.25","0.52","64.2","55.9","47.4","52.8","55.6","50"
"Shaozhuo Liu","1","0.13","0.25","0.52","52.1","64","39.1","52.1","60","50"
"Jelena Durisic","1","0.13","0.25","0.52","63.6","39.3","50","43.2","37.5","37.5"
"Kayla Cross","14","0.33","0.65","0.51","56.8","62.1","40.1","52.6","50","56.6"
"Suzan Lamens","66","0.21","0.41","0.51","60.5","61.7","42.4","54.1","53.6","59.9"
"Samantha Murray","21","0.3","0.59","0.51","58.3","68.4","40.7","56.9","51.7","63"
"Montserrat Gonzalez","10","0.21","0.41","0.51","59.3","64.5","44.2","56.2","55.1","65.8"
"Melanie South","15","0.25","0.49","0.51","55.8","65.1","40.1","54.1","55.2","67.1"
"Marion Bartoli","196","0.3","0.59","0.51","57.8","66.8","45.3","57.7","53.5","67"
"Jennifer Allan","1","0.38","0.75","0.51","56.4","67.7","20.8","47.3","44.4","37.5"
"Francesca Schiavone","219","0.24","0.47","0.51","53.3","64.3","45.8","55.6","54.3","63.5"
"Yuyao Li","2","0.15","0.3","0.5","55.9","55.6","40.6","49","50","55"
"Zhang-Qian Wei","1","0.22","0.44","0.5","49.1","67.9","44.8","56.1","33.3","55.6"
"Sara Saito","15","0.18","0.36","0.5","63.6","62.8","41.5","55","55.8","61.3"
"Angelina Voloshchuk","3","0.04","0.08","0.5","66","63.4","52.1","59.6","27.3","66.7"
"Nika Radisic","2","0.09","0.18","0.5","60.9","50","44.4","47.8","33.3","45.5"
"Adesuwa Osabuohien","2","0.2","0.4","0.5","50.9","50","26.9","38.7","42.9","20"
"Eri Shimizu","1","0.11","0.22","0.5","50.7","66.7","42.9","54.9","63.6","55.6"
"Dalila Spiteri","1","0.4","0.8","0.5","63.2","63.6","25","49.4","66.7","40"
"Jaimee Fourlis","38","0.14","0.28","0.5","65.6","57.7","44.9","53.3","53.5","57.1"
"Anna Kalinskaya","214","0.18","0.36","0.5","64.4","64.9","48.1","58.9","56.4","70.3"
"Sophie Chang","28","0.3","0.6","0.5","56.7","63","42.8","54.2","55.8","61.3"
"Anushka Bhargava","2","0.16","0.32","0.5","60","48.7","42.3","46.2","50","42.1"
"Martina Colmegna","3","0.06","0.12","0.5","72.1","52.8","49.3","51.8","54.3","52.9"
"Jelena Ostapenko","254","0.29","0.58","0.5","55.1","65","41.8","54.5","50.8","60.8"
"Ziyue Sun","5","0.28","0.56","0.5","50","73.1","34.6","53.8","48.8","41.7"
"Kyoka Okamura","51","0.17","0.34","0.5","62.2","62.7","45.4","56.1","53","64.6"
"Camilla Rosatello","11","0.23","0.46","0.5","54.8","59.4","42.3","51.7","44.3","55"
"Grace Min","76","0.1","0.2","0.5","67.1","57.8","45.8","53.8","53.8","58.9"
"Roxanne Ellison","1","0.43","0.86","0.5","42.6","60","33.3","44.7","50","28.6"
"Yijing Zhao","11","0.09","0.18","0.5","73.2","58.3","42","54","46.6","58"
"Yi Chen","1","0.11","0.22","0.5","63.9","56.4","36.4","49.2","61.5","44.4"
"Tara Iyer","1","0.4","0.8","0.5","53.5","65.2","42.5","54.7","40","70"
"Silvia Soler-Espinosa","134","0.14","0.28","0.5","57.7","61.7","47.2","55.6","51.7","62.9"
"Shengnan Sun","24","0.15","0.3","0.5","65.6","57.1","41.7","51.8","45","55.1"
"Sania Mirza","74","0.19","0.38","0.5","56.9","60.4","45","53.8","51.2","58.2"
"Nicha Lertpitaksinchai","38","0.15","0.3","0.5","64.2","56.5","43.6","51.9","49.5","54.1"
"Mashona Washington","6","0.21","0.42","0.5","61.8","64.2","43.7","56.4","54","65.2"
"Maria Irigoyen","28","0.1","0.2","0.5","66.7","54.6","45.3","51.5","49","54.6"
"Mallory Burdette","19","0.15","0.3","0.5","67.7","60","47.1","55.8","58.6","61.5"
"Lindsey Nelson","2","0.16","0.32","0.5","54.8","68.2","54.3","61.9","62.5","76"
"Georgie Gent","4","0.16","0.32","0.5","66.8","58.8","37.9","51.9","50","58"
"Emily Webley-Smith","30","0.25","0.5","0.5","53.6","62.6","38.9","51.6","43.6","52.6"
"Chunmei Ji","3","0.03","0.06","0.5","71.1","56.4","37.3","50.9","50","57.1"
"Ana Clara Duarte","1","0.09","0.18","0.5","88.4","63.9","50","62.3","25","72.7"
"Amelie Mauresmo","19","0.25","0.5","0.5","61.1","64.2","45.2","56.8","61.5","66.5"
"Alexa Guarachi","15","0.22","0.44","0.5","61.7","57.2","37.4","49.6","52.4","50.3"
"Ai Yamamoto","2","0.22","0.44","0.5","59.1","57.3","34.6","48","47.4","44.4"
"Victoria Azarenka","440","0.21","0.43","0.49","66.2","65.5","44.4","58.3","58","69.7"
"Melinda Czink","91","0.24","0.49","0.49","61.1","63.7","44.3","56.2","55.1","65"
"Elena Bovina","32","0.22","0.45","0.49","64.7","62.2","41.7","55","54.2","62.8"
"Alison Riske","308","0.18","0.37","0.49","65.6","62.1","45.7","56.5","54.8","65.2"
"Tatiana Prozorova","28","0.16","0.33","0.48","61.5","62.7","43.1","55.2","49.3","61.3"
"Elena Micic","5","0.36","0.75","0.48","56.7","67.8","44.7","57.8","50","71.4"
"Ji Young Seo","1","0.14","0.29","0.48","48.8","45","33.3","39","16.7","28.6"
"Linda Fruhvirtova","105","0.25","0.52","0.48","60.4","65","39.5","54.9","53.3","61.7"
"Zhuoxuan Bai","27","0.14","0.29","0.48","60","58.7","44.5","53","53.7","56.6"
"Aoi Ito","40","0.14","0.29","0.48","70.2","58.3","45.8","54.6","55.7","61.9"
"Yulia Starodubtseva","66","0.1","0.21","0.48","61.9","59.7","46.5","54.7","57.2","61.4"
"Emma Navarro","114","0.13","0.27","0.48","62.9","62.3","47","56.7","53.8","65.1"
"Arianne Hartono","74","0.21","0.44","0.48","58.1","63.4","45","55.7","53.3","62.9"
"Ylena In-Albon","8","0.15","0.31","0.48","67.1","57.2","38.4","51","56.6","54.2"
"Yan-tung Ki","1","0.14","0.29","0.48","63.5","45.5","31.6","40.4","58.3","28.6"
"Katerina Siniakova","314","0.21","0.44","0.48","61.3","63.1","43.8","55.6","53.5","63"
"Victoria Kan","2","0.14","0.29","0.48","50.6","38.5","23.7","31.2","7.7","14.3"
"Adriana Perez","10","0.23","0.48","0.48","63.7","64.4","45.6","57.6","59.5","67.3"
"Ilona Kremen","8","0.14","0.29","0.48","59.6","57.5","38.9","50","45.8","48.7"
"Eri Hozumi","91","0.13","0.27","0.48","61.9","58.8","43.8","53.1","50.8","57.1"
"Jan Abaza","3","0.14","0.29","0.48","52.4","56.7","42","49.7","46.4","46.4"
"Prerna Bhambri","1","0.14","0.29","0.48","43.1","45.5","37.9","41.2","28.6","28.6"
"Lesley Kerkhove","82","0.21","0.44","0.48","62.6","62.6","45.5","56.2","52.4","64.2"
"Despina Papamichail","46","0.11","0.23","0.48","64.2","59.5","45.8","54.6","53","60.3"
"Teliana Pereira","45","0.14","0.29","0.48","64.7","58.3","41","52.2","53.3","56.6"
"Katerina Kramperova","1","0.14","0.29","0.48","60.5","55.1","37.5","48.1","11.1","42.9"
"Karolina Sprem","33","0.29","0.61","0.48","53.3","67.7","46.2","57.7","58.1","69.2"
"Andreja Klepac","32","0.16","0.33","0.48","64.9","57.9","40.7","51.9","48.1","56"
"Katie Volynets","140","0.09","0.19","0.47","74.8","58.5","44.5","55","54.9","61.7"
"Anna Siskova","6","0.15","0.32","0.47","62.1","55.8","42.5","50.7","59.4","53.3"
"Ingrid Gamarra Martins","3","0.28","0.59","0.47","57.7","58.9","47.6","54.1","36.8","62.5"
"Louisa Chirico","114","0.2","0.43","0.47","57.4","62.1","44.6","54.6","51.1","61"
"Maria Patrascu","2","0.38","0.81","0.47","47.7","47.5","43.3","45.3","54.5","37.5"
"Polina Leykina","5","0.27","0.58","0.47","52.9","65.2","39.1","52.9","45.9","55.6"
"Stefanie Tan","1","0.08","0.17","0.47","72.5","56.9","36.4","51.3","58.3","58.3"
"Andrea Gamiz","13","0.08","0.17","0.47","67.9","54.7","43","50.9","44.3","50.8"
"Carina Witthoeft","87","0.23","0.49","0.47","62.1","62.3","43.3","55.1","54.9","62.1"
"Ji-Hee Choi","13","0.15","0.32","0.47","60.1","55.3","32.1","46.1","42.1","41.2"
"An-Sophie Mestach","38","0.15","0.32","0.47","62.5","61.4","42.4","54.3","54.5","60.9"
"Polina Pekhova","7","0.34","0.73","0.47","56.8","67","39.8","55.3","54.1","63.6"
"Meng Yuan","6","0.16","0.34","0.47","63.8","63.4","44.2","56.5","47.2","66.1"
"Katarina Srebotnik","11","0.2","0.43","0.47","59","63.1","37.8","52.8","47.1","54.2"
"Agnes Szavay","51","0.18","0.38","0.47","63.8","61","42.4","54.2","53","61.2"
"Sijia Wei","44","0.17","0.37","0.46","57.7","60.9","43.2","53.4","54","58.9"
"Elisabetta Cocciaretto","116","0.13","0.28","0.46","66.1","61.6","47.5","56.8","58.4","66.5"
"Francesca Jones","45","0.17","0.37","0.46","66.3","63.4","44.6","57.1","56","67.1"
"Hong Yi Cody Wong","10","0.16","0.35","0.46","59","53","43.4","49.1","43.3","48.5"
"Clara Burel","70","0.25","0.54","0.46","52.7","62.6","42.6","53.2","54.7","58.9"
"Anna Blinkova","207","0.23","0.5","0.46","59.9","62","42.8","54.3","54.5","60.3"
"Sofia Kenin","237","0.16","0.35","0.46","66.7","64.2","45.9","58.1","56.4","69.5"
"Magali Kempen","4","0.3","0.65","0.46","64.9","65.4","39.6","56.3","55.3","63"
"Anna Karolina Schmiedlova","225","0.17","0.37","0.46","61.7","60.6","44.2","54.3","51.8","59.7"
"Tena Lukas","4","0.33","0.72","0.46","56.4","61","30.9","47.9","52.2","43.6"
"Yuxuan Zhang","58","0.23","0.5","0.46","59.8","62.2","39.1","52.9","50.4","56.8"
"Ellen Tsay","2","0.21","0.46","0.46","57.7","47.4","50.6","48.8","50","50"
"Jana Cepelova","168","0.13","0.28","0.46","65","59.3","43.1","53.6","50.4","58.6"
"Aminat Kushkhova","4","0.13","0.28","0.46","61.8","59.3","38.5","51.3","45","52.2"
"Paula Goncalves","11","0.25","0.54","0.46","56.1","61.4","38.4","51.3","40.5","53.9"
"Oksana Kalashnikova","47","0.22","0.48","0.46","64.1","61.2","41.3","54.1","52.7","59.8"
"Julia Glushko","129","0.16","0.35","0.46","63.9","57.2","43.8","52.4","49.5","55.5"
"Emelyn Starr","3","0.22","0.48","0.46","57.4","47.4","32.8","41.2","34.8","44.4"
"Corinna Dentoni","30","0.16","0.35","0.46","59.8","60.5","44.1","53.9","54.9","60.9"
"Anastasiya Vasylyeva","14","0.19","0.41","0.46","59.5","61.3","37.5","51.7","47.8","54.7"
"Amelia Honer","2","0.05","0.11","0.45","70.9","55.6","43.2","52","52.6","52.6"
"Lucija Ciric Bagaric","5","0.18","0.4","0.45","62.7","67.5","42.9","58.3","59","73.3"
"Maria Kozyreva","6","0.22","0.49","0.45","60.2","66.1","46.7","58.4","41.2","66.1"
"Nastasja Schunk","5","0.1","0.22","0.45","70.7","57.1","44.4","53.4","47.6","56"
"Elizabeth Mandlik","68","0.2","0.44","0.45","54.3","62.4","43.7","53.9","48.9","58.9"
"Cindy Burger","11","0.24","0.53","0.45","51.2","66.7","37","52.2","49.1","55.3"
"Maryna Zanevska","85","0.25","0.56","0.45","57.6","65","41.3","55","54.2","61.9"
"Virginie Razzano","127","0.2","0.44","0.45","64","62.7","43.7","55.8","54.9","64"
"Regina Kulikova","28","0.17","0.38","0.45","62.2","62.5","46.6","56.5","58.4","66.2"
"Raquel Kops-Jones","16","0.24","0.53","0.45","61","60.6","41.2","53","50.7","57.9"
"Nicole Gibbs","200","0.13","0.29","0.45","61.2","61.1","46.4","55.4","54.2","62.2"
"Nathalie Dechy","6","0.17","0.38","0.45","68.7","58.4","37.5","51.8","54.1","55.6"
"Misaki Doi","305","0.14","0.31","0.45","60","62.4","45.8","55.7","53.7","63.1"
"Kateryna Volodko","267","0.21","0.47","0.45","62.6","64.4","43.2","56.5","55.4","65.2"
"Julia Vakulenko","6","0.23","0.51","0.45","56.1","58.1","44.4","52.1","35.6","58"
"Jelena Dokic","49","0.35","0.78","0.45","56","67","42.4","56.2","53.8","64.1"
"Dalila Jakupovic","101","0.13","0.29","0.45","60.1","59.9","46.2","54.4","50.9","60.7"
"Andreea Mitu","25","0.19","0.42","0.45","61.6","60.9","44.1","54.4","50.4","60"
"Angelique Kerber","417","0.14","0.31","0.45","64.1","62.6","47.3","57.1","57.4","67.3"
"Teodora Kostovic","5","0.2","0.45","0.44","60.5","65.9","41.7","56.4","44.8","63.6"
"Gabriela Andrea Knutson","21","0.2","0.45","0.44","60.5","62.7","41.5","54.3","59.6","62.7"
"Noma Noha Akugue","6","0.15","0.34","0.44","65.4","54.8","40.6","49.9","39.2","50"
"Yu Shan","1","0.5","1.13","0.44","48.1","65.4","32.1","48.1","60","50"
"Kamilla Rakhimova","150","0.16","0.36","0.44","59.2","63.1","46.2","56.2","54.3","64.1"
"Bunyawi Thamchaiwat","2","0.12","0.27","0.44","52","61.8","52.4","57.3","43.8","65.4"
"Deniz Khazaniuk","25","0.11","0.25","0.44","73.3","57.6","43.8","53.9","47.1","59.1"
"Yi-Fan Xu","82","0.12","0.27","0.44","60.9","59.1","47","54.4","49","59.9"
"Ye-Ra Lee","9","0.08","0.18","0.44","66.4","57.7","41.2","52.2","46.5","56.8"
"Aleksandra Wozniak","111","0.19","0.43","0.44","61","61.9","42.2","54.2","52.7","60.1"
"Chenting Zhu","3","0.23","0.54","0.43","54.9","53.5","38.6","46.7","54.5","42.3"
"Le Yi Liu","2","0.2","0.47","0.43","67","50.7","30.3","44","33.3","33.3"
"Gergana Topalova","3","0.15","0.35","0.43","56.4","50.7","36.2","44.4","44","30"
"Anastasia Potapova","179","0.2","0.46","0.43","55.1","63","44.5","54.7","54.1","61"
"Hanna Chang","28","0.22","0.51","0.43","56.2","60.8","43.3","53.1","51.2","56.8"
"Emma Hayman","3","0.12","0.28","0.43","52.8","48.2","47.4","47.8","34.8","40"
"Jasmine Paolini","188","0.1","0.23","0.43","64.9","60.2","45.7","55.1","54","62.3"
"Nadia Podoroska","105","0.17","0.4","0.43","64.7","61.5","43.7","55.2","53.7","62.1"
"Noelia Zeballos","1","0.23","0.54","0.43","61.7","56.9","36.1","48.9","30","46.2"
"Mari Osaka","12","0.1","0.23","0.43","64.3","54.9","48.2","52.5","45.6","53.7"
"Mai Grage","2","0.2","0.47","0.43","59","58.1","41.9","51.4","66.7","53.3"
"Nathaly Kurata","2","0.23","0.54","0.43","54.3","59.1","40.5","50.6","36.4","46.2"
"Miyabi Inoue","12","0.21","0.49","0.43","53.6","60.4","45","53.3","60.3","59.7"
"Yuliya Beygelzimer","51","0.09","0.21","0.43","67.3","55.8","43.4","51.7","49.8","53.8"
"Tetyana Arefyeva","14","0.2","0.47","0.43","55.6","64.8","43.5","55.3","54.5","64.3"
"Nikola Hofmanova","10","0.19","0.44","0.43","66.1","57.9","41.2","52.2","52.6","55.8"
"Nika Kukharchuk","10","0.1","0.23","0.43","61.1","55.8","44.5","51.4","43.9","53.5"
"Julia Schruff","23","0.16","0.37","0.43","64.2","60.8","44.6","55","59.3","64"
"Federica Di Sarra","5","0.2","0.46","0.43","60.3","65.1","36.4","53.7","52.6","54.2"
"Eugeniya Pashkova","2","0.26","0.61","0.43","50.3","62.3","46.1","54.2","47.4","56.5"
"Darya Kustova","23","0.18","0.42","0.43","66.9","58.9","39.3","52.4","45.1","55"
"Darija Jurak","16","0.13","0.3","0.43","65.3","53.3","40.4","48.9","39.5","45.1"
"Catalina Castano","27","0.17","0.4","0.43","62.2","62.9","43.8","55.7","49.5","64.1"
"Cara Black","2","0.16","0.37","0.43","59.2","50.6","39.6","46.2","28.6","47.4"
"Ayumi Morita","173","0.09","0.21","0.43","64.6","59.3","46.9","54.9","51.4","61"
"Alina Jidkova","9","0.1","0.23","0.43","69.3","58.7","38.2","52.4","55.4","58.2"
"Lina Soussi","1","0.33","0.78","0.42","40.9","59.3","35.9","45.5","37.5","44.4"
"Lucie Havlickova","8","0.2","0.48","0.42","60.8","62.3","44.7","55.4","46.4","61.5"
"Tina Nadine Smith","8","0.15","0.36","0.42","58.8","51.4","43.1","48","42.5","45.2"
"Yasmine Mansouri","4","0.34","0.81","0.42","56.7","66.1","42.2","55.8","52.2","65.6"
"Caty McNally","104","0.18","0.43","0.42","65.8","61.8","42.8","55.3","56","63.5"
"Gabriella Taylor","2","0.21","0.5","0.42","64.1","39","33.3","37","45.5","14.3"
"Carolina Alves","10","0.15","0.36","0.42","65.3","57.9","48.1","54.5","47.3","61"
"Jiahui Chen","2","0.11","0.26","0.42","64.7","60.2","41.7","53.7","55.6","57.9"
"Jessica Wacnik","1","0.33","0.78","0.42","59.6","71","23.8","51.9","20","55.6"
"Viktoriya Tomova","151","0.14","0.33","0.42","65.8","59.8","42.9","54","51.5","59"
"Su Jeong Jang","104","0.15","0.36","0.42","66","59.3","42.6","53.6","50.8","58.4"
"Sowjanya Bavisetti","2","0.13","0.31","0.42","53.8","50","31.3","41.3","33.3","25"
"TBA TBA","7","0.14","0.33","0.42","60.4","55.7","50.3","53.6","42.9","58.6"
"Monica Niculescu","304","0.08","0.19","0.42","73.3","57.4","43.9","53.8","49.7","58.9"
"Miki Miyamura","16","0.13","0.31","0.42","57.2","59.3","41.4","51.7","55.6","55.2"
"Lenka Jurikova","2","0.28","0.67","0.42","51.2","60","45.2","52.8","57.9","55.6"
"Katerina Vankova","8","0.08","0.19","0.42","65.8","61.9","43.6","55.6","38.6","58.8"
"Kairangi Vano","2","0.22","0.52","0.42","50","58.8","45.9","52.4","61.5","56.5"
"Bojana Jovanovski","211","0.16","0.38","0.42","63.4","61.2","42.8","54.4","51","60.6"
"Anna Chakvetadze","59","0.22","0.52","0.42","60.3","62.3","42.9","54.6","50.1","61.4"
"Agnes Szatmari","2","0.35","0.83","0.42","55.5","61.5","35.6","50","56","52.2"
"Dasha Plekhanova","3","0.26","0.63","0.41","64.1","67.1","37","56.3","50","57.9"
"Elena Pridankina","24","0.21","0.51","0.41","65","62.5","39.5","54.5","52.1","60.6"
"Maya Joint","76","0.13","0.32","0.41","63.8","61.2","47","56.1","50.3","64.7"
"Ekaterina Kazionova","7","0.18","0.44","0.41","60.9","60.8","36.6","51.4","54.9","53.2"
"Catherine Bellis","83","0.13","0.32","0.41","60.6","63.7","47.2","57.2","55.6","66.4"
"Yukun Zhang","1","0.29","0.71","0.41","52.5","47.6","36.8","42.5","28.6","28.6"
"Sang Hee Park","4","0.11","0.27","0.41","67.7","54.1","35.8","48.2","50","43.2"
"So-Ra Lee","18","0.11","0.27","0.41","62.7","56.5","49.2","53.8","47.4","57.2"
"Daria Saville","261","0.2","0.49","0.41","62.7","62.3","42.3","54.9","54.6","62.1"
"Yung-Jan Chan","114","0.14","0.34","0.41","67.6","59.6","41.1","53.6","52.4","57.8"
"Ximena Hermoso","7","0.12","0.29","0.41","69.2","48.6","44.9","47.5","57.9","44.8"
"Teodora Mircic","1","0.45","1.09","0.41","52.2","63.9","33.3","49.3","33.3","45.5"
"Paula Kania-Chodun","47","0.16","0.39","0.41","62.4","59.6","46","54.5","51.3","60.5"
"Na Ri Kim","2","0.09","0.22","0.41","68","55.9","52.1","54.7","35.7","60.9"
"Mihaela Buzarnescu","76","0.18","0.44","0.41","60.8","60.9","44.3","54.4","55","61.5"
"Marta Sirotkina","26","0.33","0.81","0.41","54.5","67","41.9","55.6","49.3","62.2"
"Mariana Duque-Marino","114","0.17","0.41","0.41","59.4","62","42.4","54","51.8","59.2"
"Estrella Cabeza Candela","44","0.14","0.34","0.41","66.4","59.9","42.3","54","50.8","60.4"
"Emma Laine","4","0.11","0.27","0.41","56.4","63","56.1","60","62.5","75.7"
"Casey Dellacqua","113","0.14","0.34","0.41","60.3","61.1","44.7","54.6","51.1","61.2"
"Carla Suarez Navarro","299","0.09","0.22","0.41","66.7","60.3","45.5","55.4","53.4","62.1"
"Anne Kremer","20","0.12","0.29","0.41","67.5","60.7","45.9","55.9","52","62.7"
"Ana Vrljic","15","0.15","0.37","0.41","61.5","60.1","45.3","54.4","44.2","61.1"
"Gaeul Jang","2","0.1","0.25","0.4","46.3","64.3","40","51.2","25","55"
"Ayana Akli","3","0.12","0.3","0.4","65","63.6","63.4","63.5","46.7","75.8"
"Roisin Gilheany","1","0.25","0.63","0.4","57.1","46.4","33.3","40.8","45.5","25"
"Anouk Koevermans","6","0.24","0.6","0.4","59.7","63.1","37.1","52.7","48.2","53.2"
"Solana Sierra","27","0.2","0.5","0.4","62.9","61.6","44.4","55.2","55.6","60.1"
"Maia Lumsden","1","0.2","0.5","0.4","65.1","59.3","34.5","50.6","64.3","50"
"Julia Grabher","39","0.18","0.45","0.4","62.3","62.7","42.6","55.2","52.3","64.6"
"Ayaka Okuno","10","0.17","0.42","0.4","53.3","58.6","37.7","48.8","44.2","45.9"
"Haruka Kaji","19","0.12","0.3","0.4","67.7","55.8","40.5","50.9","60","53.2"
"Valentini Grammatikopoulou","56","0.12","0.3","0.4","63.8","59.2","44.4","53.8","49.2","58.3"
"Catherine Harrison","23","0.21","0.53","0.4","61","61","41.4","53.4","57.7","57.4"
"Ysaline Bonaventure","113","0.21","0.53","0.4","61.3","63.7","44.7","56.3","53.7","64.5"
"Audrey Albie","1","0.18","0.45","0.4","61.1","52.3","46.4","50","57.1","45.5"
"Romina Oprandi","55","0.1","0.25","0.4","63.7","58.8","45.6","54","47.9","59.2"
"Renata Voracova","59","0.17","0.42","0.4","67.6","57.4","44.6","53.2","52.9","57.6"
"Jelena Pandzic","10","0.25","0.62","0.4","58","59.1","40.5","51.3","54.8","55.7"
"Sin Yu Che","2","0.14","0.36","0.39","56.5","40.4","40","40.2","41.2","28.6"
"Victoria Jimenez Kasintseva","58","0.17","0.44","0.39","62.3","62.5","46.9","56.6","56","66.2"
"Nannah Zhang","3","0.07","0.18","0.39","82.5","58.9","50","57.4","47.1","67.9"
"Watsachol Sawasdee","1","0.22","0.56","0.39","52.6","50","40.7","45.6","16.7","44.4"
"Ying Zhang","15","0.18","0.46","0.39","64.1","59.3","38","51.7","51.1","53.5"
"Cristina Bucsa","143","0.12","0.31","0.39","64.7","61.6","44.9","55.7","55.1","63.1"
"Anhelina Kalinina","133","0.17","0.44","0.39","62.1","61.1","43.4","54.4","52.4","61.2"
"Carol Zhao","94","0.2","0.51","0.39","62.3","60.6","41","53.2","52.8","58"
"Stephanie Hoffpauir","1","0.22","0.56","0.39","55.6","67.5","25","48.6","37.5","44.4"
"Tetiana Luzhanska","24","0.12","0.31","0.39","61.1","58","48.9","54.5","49.5","59.3"
"Sophie Lefevre","3","0.29","0.75","0.39","48.6","61.9","36","48.6","48.1","41.7"
"Isabella Holland","11","0.11","0.28","0.39","72.3","51.6","35.4","47.2","51.9","43.5"
"Anne Keothavong","57","0.16","0.41","0.39","58.2","58.3","43.2","52","51.9","54.6"
"Valerie Glozman","8","0.05","0.13","0.38","65.2","57","45.9","53.1","47.4","55.9"
"Xinyu Gao","59","0.12","0.32","0.38","65.3","56.3","43.2","51.8","51.2","54.6"
"Mary Lewis","2","0.18","0.47","0.38","66.1","59.2","46.2","54.8","62.5","64.7"
"Kimberly Birrell","139","0.18","0.47","0.38","61.5","63.4","44","55.9","51.1","63.2"
"Tamara Korpatsch","71","0.17","0.45","0.38","55.6","60.1","43.1","52.6","48.5","55.2"
"Lizette Cabrera","95","0.15","0.39","0.38","63.4","58.1","42.3","52.3","50.5","55.7"
"Kamonwan Buayam","3","0.21","0.55","0.38","60.2","58.2","30.7","47.2","47.6","42.1"
"Nicole Hoynaski","2","0.15","0.4","0.38","59","58.2","49.1","54.5","58.8","65"
"Richel Hogenkamp","82","0.15","0.4","0.38","60","61.7","45.3","55.1","53.8","63.6"
"Aleksandrina Naydenova","23","0.2","0.52","0.38","53.2","57","43.3","50.6","51","50.6"
"Veronica Cepede","93","0.13","0.34","0.38","62","59.7","46.1","54.5","52.6","60.2"
"Vania King","194","0.09","0.24","0.38","64.7","61.1","45.8","55.7","53.9","63.4"
"Tamaryn Hendler","10","0.15","0.4","0.38","59.3","57.1","37.5","49.1","39.3","48"
"Nuria Parrizas-Diaz","88","0.08","0.21","0.38","70","58.1","46.6","54.6","53.5","61.3"
"Marija Mirkovic","8","0.14","0.37","0.38","60.4","53.6","35.2","46.3","33.9","50"
"Lindsay Lee-Waters","6","0.3","0.78","0.38","54.9","62.4","32.2","48.8","42.9","44"
"Camila Giorgi","244","0.26","0.68","0.38","55.1","65.4","45.4","56.5","53.2","64.8"
"Elina Avanesyan","70","0.1","0.27","0.37","68.9","57.9","43.2","53.3","52.5","58.5"
"Victoria Rodriguez","33","0.1","0.27","0.37","67.1","56.8","43.1","52.3","47.1","46.7"
"Tayisiya Morderger","3","0.15","0.41","0.37","54.1","60","36.3","49.1","37.9","47.1"
"Catalina Pella","7","0.17","0.46","0.37","61.6","57.9","36","49.5","46.4","47.9"
"Vivian Heisen","2","0.27","0.73","0.37","63.2","60","34.3","50.5","46.2","53.3"
"Luksika Kumkhum","142","0.19","0.52","0.37","58.4","64.2","46.3","56.7","53.7","65.2"
"Lauren Davis","312","0.13","0.35","0.37","59.8","61.3","45.1","54.8","54.4","61"
"Ran Tian","14","0.25","0.67","0.37","54.2","55","41.2","48.7","43.6","45.9"
"Francesca Segarelli","1","0.46","1.23","0.37","61.5","71.4","28.6","54.9","44.4","61.5"
"Petra Krejsova","1","0.25","0.67","0.37","44","54.5","47.6","50.7","40","50"
"Varatchaya Wongteanchai","44","0.1","0.27","0.37","64.5","58.8","44.1","53.6","46.7","56.5"
